HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT (Y/N),BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
5150,,WADEVILLE / PARKWOOD, , ,499009.7,6943699.7,-27.630755,152.989962,HEATHWOOD, , ,, , ,
5151,,RITCHIE / WADEVILLE,RITCHIE RD, ,499336.2,6943824.8,-27.629625,152.993272,PALLARA, , ,, , ,
5152,,FALKLAND / BLUNDER,FALKLAND ST, ,498629.1,6944203,-27.626211,152.986105,HEATHWOOD, , ,, , ,
5153,,FALKLAND / BLUNDER,FALKLAND ST, ,498240.2,6944265.5,-27.625646,152.982163,HEATHWOOD, , ,, , ,
5154,,WADEVILLE / ROUNDABOUT,WADEVILLE ST, ,498263.8,6943818.5,-27.629681,152.982402,HEATHWOOD, , ,, , ,
5155,,RITCHIE / DEVRIES,RITCHIE RD, ,499432.1,6944474.9,-27.623756,152.994244,PALLARA, , ,, , ,
5156,,KRAFT / ESKY,KRAFT RD, ,500975,6944502.9,-27.623503,153.009882,PALLARA, , ,, , ,
5157,,Pallara School,RITCHIE RD, ,500378.1,6945386,-27.615531,153.003832,PALLARA, , ,Easy, ,Easy,
5158,,SWEETS / RITCHIE,SWEETS RD, ,500956.1,6945235.4,-27.616891,153.00969,PALLARA, , ,, , ,
5159,,SWEETS / ESKY,SWEETS RD, ,501405.5,6944647.6,-27.622197,153.014245,PALLARA, , ,, , ,
5160,,LAXTON / ESKY,LAXTON RD, ,500519.6,6944399.6,-27.624436,153.005267,PALLARA, , ,,Easy,Hard,
5161,,ESKY / KRAFT,ESKY RD, ,501293.1,6944345.2,-27.624927,153.013107,PALLARA, , ,,Medium,Hard,
5162,,GOODERHAM / BROOKBENT,BROOKBENT RD, ,501024.5,6946293.7,-27.607336,153.010382,WILLAWONG, , ,, , ,
5163,,GOODERHAM / BURMAN,GOODERHAM RD, ,500841,6946883.6,-27.602011,153.008522,WILLAWONG, , ,, , ,
5164,,GOODERHAM / CAMDEN, , ,500802.9,6946977.9,-27.60116,153.008136,WILLAWONG, , ,, , ,
5165,,CAMDEN / SHERBROOKE,GOODERHAM RD, ,500436.9,6947256.9,-27.598641,153.004427,WILLAWONG, , ,, , ,
5166,,CAMDEN / GOODERHAM,CAMDEN RD, ,500614.1,6947242.8,-27.598768,153.006223,WILLAWONG, , ,, , ,
5167,,SHERBROOKE / CAMDEN,SHERBROOKE RD, ,500430.9,6947468,-27.596735,153.004366,WILLAWONG, , ,, , ,
5168,,SHERBROOKE / CAMDEN,CAMDEN RD, ,500445.2,6947468.7,-27.596729,153.004511,WILLAWONG, , ,, , ,
5169,,SHERBROOKE / SHERBROOKE,SHERBROOKE RD, ,500457.3,6947629,-27.595282,153.004634,WILLAWONG, , ,,Medium, ,
5170,,SHERBROOKE / SHERBROOKE,SHERBROOKE RD, ,500474.7,6947648.5,-27.595106,153.00481,WILLAWONG, , ,, , ,
5171,300463,"Willawong"""""""" King Avenue",King Av,Sherbrooke Rd,500201,6947769.5,-27.594014,153.002037,WILLAWONG,Regular,N,Hard, ,Hard,21/03/2007
5172,300469,"Willawong"""""""" King Avenue",King Av,Sherbrooke Rd,500181.4,6947788.8,-27.593839,153.001838,WILLAWONG,Intermediate,N,Hard,Easy,Medium,21/03/2007
5173,,Vied St - District Stop, , ,501406,6945344,-27.61591,153.01425,PALLARA, , ,, , ,
5174,,SHERBROOKE / SHERBROOKE,SHERBROOKE RD, ,500500.9,6947912.2,-27.592725,153.005076,WILLAWONG, , ,, , ,
5175,,SHERBROOKE / ROUNDABOUT,SHERBROOKE RD, ,500512.2,6947892.9,-27.592899,153.00519,WILLAWONG, , ,, , ,
5176,,SHERBROOKE / WILLAWONG GOLF CLUB DRIVING RANGE,BOWHILL RD, ,500562.3,6948301.9,-27.589207,153.005697,WILLAWONG, , ,, , ,
5177,,SHERBROOKE / WILLAWONG GOLF CLUB DRIVING RANGE,SHERBROOKE RD, ,500577.8,6948310.5,-27.589129,153.005855,WILLAWONG, , ,, , ,
5178,,SHERBROOKE / WILLAWONG GOLF CLUB DRIVING RANGE,BOWHILL RD, ,500599.3,6948534.9,-27.587104,153.006072,WILLAWONG, , ,, , ,
5179,,SHERBROOKE / BOWHILL,BOWHILL RD, ,500617.7,6948561.6,-27.586863,153.006259,WILLAWONG, , ,, , ,
5180,,Chardean Street - 65,WATSON RD, ,501927,6948435.2,-27.588002,153.019525,ACACIA RIDGE, , ,, , ,
5181,300452,"Acacia Ridge West"""""""" Mortimer Road",Mortimer Rd,Gregory St,501526,6949519.8,-27.578211,153.015461,ACACIA RIDGE,Intermediate,Y,Easy,Easy,Hard,20/02/2011
5182,300480,"Acacia Ridge West"""""""" Mortimer Road",Watson Rd,Beatty Rd,501495.5,6949510.7,-27.578293,153.015152,ACACIA RIDGE,Intermediate,N,Easy,Easy,Easy,21/03/2007
5183,,Chardean Street - 65,WATSON RD, ,501938.2,6948429.1,-27.588057,153.019639,ACACIA RIDGE, , ,, , ,
5184,303176,Nyngam Street - 1,Nyngam St,Beatty Rd,501512.6,6949423,-27.579085,153.015325,ACACIA RIDGE,Premium,Y,Easy,Easy,Easy,30/03/2007
5185,,Dunkeld Street - 62,GREGORY ST, ,501628.5,6948998.8,-27.582915,153.0165,ACACIA RIDGE, , ,, , ,
5186,303171,Dunkeld Street - 62,Gregory St,Hemsworth St,501620.4,6949022.4,-27.582702,153.016418,ACACIA RIDGE,Intermediate,Y,Easy,Easy,Easy,30/03/2007
5187,305462,Mortimer Road - 54,Beaudesert Rd,Mortimer Rd,502548.9,6949445.8,-27.578878,153.025824,ACACIA RIDGE,Regular with seat,Y,Hard,Medium,Easy,23/05/2007
5188,305463,A.& I.I.C.S - 55/56,Beaudesert Rd,Highbury St,502572.5,6949178.4,-27.581292,153.026064,ACACIA RIDGE,Intermediate,N,Hard,Medium,Medium,23/05/2007
5189,,Beaudesert Road - 57,BEAUDESERT RD, ,502632.1,6948755.9,-27.585106,153.026669,ACACIA RIDGE, , ,Medium,Medium,Medium,
5190,,Beaudesert Road - 58,BEAUDESERT RD, ,502674.3,6948566.8,-27.586813,153.027097,ACACIA RIDGE, , ,Medium,Medium,Easy,
5191,,Beaudesert Road - 72, , ,502872.3,6948110.5,-27.590932,153.029104,ACACIA RIDGE, , ,, , ,
5192,,Beaudesert Road - 72, , ,502879.7,6948052.3,-27.591457,153.029179,ACACIA RIDGE, , ,, , ,
5193,,Beaudesert Road - 58/71,BEAUDESERT RD, ,502628.8,6948626.5,-27.586274,153.026635,ACACIA RIDGE, , ,Easy,Easy,Easy,
5194,,VIED / LANDEL,VIED RD, ,501404.7,6945325.9,-27.616073,153.014237,PALLARA, , ,, , ,
5195,,Whittingham Street - 56,WHITTINGHAM ST, ,502564.4,6948929.7,-27.583537,153.025982,ACACIA RIDGE, , ,, , ,
5196,305452,A.& I.I.C.S. - 55/56,Beaudesert Rd,Mortimer Rd,502536.3,6949238.9,-27.580746,153.025697,ACACIA RIDGE,Intermediate,N,Easy,Easy,Hard,23/05/2007
5197,305453,Mortimer Road - 54,Beaudesert Rd,Mortimer Rd,502508.2,6949566.7,-27.577786,153.025412,ACACIA RIDGE,Intermediate,N,Medium,Easy,Hard,23/05/2007
5199,,Mortimer Road - 54A,HARDEN ST, ,502214,6949392.9,-27.579356,153.022431,ACACIA RIDGE, , ,, , ,
5201,,"Acacia Ridge North"""""""" Watson Road",MORTIMER RD, ,502087.5,6949372.3,-27.579542,153.02115,ACACIA RIDGE, , ,, , ,
5202,303846,Rokeby Terrace - 23,Rokeby Tce,Moggill Rd,497745.2,6958978,-27.492823,152.977173,TARINGA,Regular,N,Medium,Easy,Easy,18/04/2007
5203,,"Acacia Ridge"""""""" Watson Road",WATSON RD, ,501992.9,6948818.3,-27.584544,153.020192,ACACIA RIDGE, , ,, , ,
5204,300461,"Acacia Ridge South"""""""" Bellamy Street",Bellamy St,Benton St,501966.8,6947901.9,-27.592817,153.019929,ACACIA RIDGE,Intermediate,Y,Hard,Hard,Hard,21/03/2007
5205,300471,"Acacia Ridge South"""""""" Bellamy Street",Bellamy St,Benton St,501974.5,6947912.7,-27.592719,153.020007,ACACIA RIDGE,Intermediate,Y,Hard,Hard,Hard,21/03/2007
5206,303172,Agnes-Gregory - 61,Agnes St,Sandeman St,501715.3,6949179.7,-27.581281,153.017379,ACACIA RIDGE,Intermediate,Y,Easy,Easy,Easy,26/11/2010
5207,303175,Agnes-Gregory - 61,Agnes St,Gregory St,501694.4,6949171.1,-27.581359,153.017167,ACACIA RIDGE,Regular,N,,Medium,Medium,30/03/2007
5208,303173,Agnes Street - 60,Agnes St,Oxley St,501874.1,6949152.8,-27.581524,153.018988,ACACIA RIDGE,Regular with seat,Y,Easy,Easy,Hard,30/03/2007
5209,303174,Agnes Street - 60,Agnes St,Oxley St,501855.2,6949143.9,-27.581604,153.018796,ACACIA RIDGE,Regular,N,,Easy,Hard,30/03/2007
5210,300455,Watson Road - 56A/59,Watson St,Sussex St,502043.8,6949045,-27.582497,153.020707,ACACIA RIDGE,Regular with seat,Y,Easy,Medium,Hard,23/07/2008
5211,300477,Watson Road - 56A/59,Watson St,Agnes St,502030.5,6949038.2,-27.582558,153.020573,ACACIA RIDGE,Regular with seat,Y,Medium,Easy,Hard,23/07/2008
5212,303169,Eade Street - 63,Emily St,Eade St,501843.9,6948891.8,-27.58388,153.018682,ACACIA RIDGE,Regular with seat,Y,Easy,Medium,Medium,20/02/2011
5213,303170,Eade Street - 63,Emily St,Eade St,501858.1,6948877.5,-27.584009,153.018826,ACACIA RIDGE,Regular with seat,Y,Easy,Medium,Hard,20/02/2011
5214,,Alderwood Street - 68,ALDERWOOD ST, ,502162.9,6948129.6,-27.590761,153.021916,ACACIA RIDGE, , ,, , ,
5215,303124,Alderwood Street - 68,Alderwood St,Limerick St,502178.1,6948114.8,-27.590895,153.02207,ACACIA RIDGE,Regular,Y,Easy,Hard,Medium,26/11/2010
5216,,Limerick Street - 69,ALDERWOOD ST, ,502408.9,6948087.1,-27.591144,153.024408,ACACIA RIDGE, , ,, , ,
5217,,Limerick Street - 69,ALDERWOOD ST, ,502367,6948082.2,-27.591189,153.023984,ACACIA RIDGE, , ,, , ,
5218,,Mitchell Street - 70,ALDERWOOD ST, ,502556.9,6948061.6,-27.591374,153.025908,ACACIA RIDGE, , ,Easy,Medium,Easy,
5219,,Mitchell Street - 70,ALDERWOOD ST, ,502557,6948049.4,-27.591484,153.025909,ACACIA RIDGE, , ,, , ,
5220,,"Acacia Ridge East"""""""" Mitchell Street",ELIZABETH ST, ,502619.1,6948257,-27.58961,153.026538,ACACIA RIDGE, , ,, , ,
5221,300459,"Acacia Ridge East"""""""" Mitchell Street",Mitchell St,Elizabeth St,502629.3,6948244.1,-27.589726,153.026641,ACACIA RIDGE,Intermediate,Y,Easy,Medium,Easy,15/06/2012
5222,,Kilkenny Street - 68,KILKENNY ST, ,502040.1,6948182.6,-27.590283,153.020671,ACACIA RIDGE, , ,,Medium,Hard,
5223,,Kilkenny Street - 68,KILKENNY ST, ,502027.4,6948179.5,-27.590311,153.020543,ACACIA RIDGE, , ,, , ,
5224,300703,Cardiff Road North - 60,Cardiff Rd,Sigiriya St,495718.9,6951488.9,-27.560429,152.956633,DARRA,Regular with seat,Y,Medium,Medium,Hard,18/05/2012
5225,,Chandler Street - 66,CHANDLER ST, ,502057,6948529.6,-27.58715,153.020842,ACACIA RIDGE, , ,, , ,
5226,,Chandler Street - 66,CHANDLER ST, ,502047.5,6948544.6,-27.587015,153.020746,ACACIA RIDGE, , ,Medium,Hard,Medium,
5227,,Chandler Street - 65,GLOUCESTER ST, ,502076.9,6948738.5,-27.585264,153.021043,ACACIA RIDGE, , ,Easy,Easy,Easy,
5228,,Chandler Street - 65,CHANDLER ST, ,502087.6,6948726.1,-27.585376,153.021152,ACACIA RIDGE, , ,, ,Easy,
5229,303138,Harden Street - 58,Sussex Rd,Wardgrave St,502161.2,6948931.6,-27.583521,153.021897,ACACIA RIDGE,Intermediate,Y,Medium,Easy,Medium,29/03/2007
5230,303135,Harden Street - 58,Sussex Rd,Harden St,502153.9,6948945,-27.5834,153.021823,ACACIA RIDGE,Intermediate,Y,Hard,Easy,Hard,29/03/2007
5231,303136,Chifley Street - 57,Sussex Rd,Chifley St,502407.9,6948901.8,-27.583789,153.024397,ACACIA RIDGE,Intermediate,Y,Easy,Medium,Hard,29/03/2007
5232,303137,Chifley Street - 57,Sussex Rd,Chifley St,502408.3,6948889.6,-27.583899,153.024401,ACACIA RIDGE,Regular with seat,Y,Easy,Medium,Medium,20/05/2008
5233,300479,Brandon Park - 54,Watson Rd,Gregory St,501779.6,6949462.8,-27.578726,153.01803,ACACIA RIDGE,Regular,Y,Easy, ,Hard,21/03/2007
5234,300453,Brandon Park - 54,Mortimer Rd,Gregory St,501768.1,6949479,-27.578579,153.017913,ACACIA RIDGE,Regular with seat,Y,Easy,Easy,Medium,20/02/2011
5235,,"Acacia Ridge North"""""""" Mortimer Road", , ,502035.5,6949438,-27.578949,153.020623,ACACIA RIDGE, , ,, , ,
5236,303139,Mortimer Road - 54A,Mortimer Rd,Harden Rd,502282.3,6949394.4,-27.579342,153.023123,ACACIA RIDGE,Intermediate,Y,Hard,Easy,Easy,29/03/2007
5238,,Moggill St - District Stop,MOGGILL RD, ,493758.1,6957012.6,-27.510554,152.936799,KENMORE, , ,, , ,
5239,303235,"Jindalee"""""""" Yallambee Road",Burrendah Rd,Sinnamon Rd,494419.2,6954682.6,-27.531592,152.943482,JINDALEE,Intermediate,Y,Medium,Easy,Easy,4/04/2007
5240,,BURRENDAH / BANGALEE,BURRENDAH RD, ,494217.7,6954764.4,-27.530852,152.941442,JINDALEE, , ,Medium,Easy,Medium,
5241,,BURRENDAH / MANKINNA,BURRENDAH RD, ,494211.3,6954779.6,-27.530715,152.941377,JINDALEE, , ,,Easy,Hard,
5242,303233,"Burrendah"""""""" Burrendah Road",Burrendah Rd,Lanena St,494034.3,6954810.2,-27.530438,152.939585,JINDALEE,Intermediate,N,Medium,Medium,Hard,4/04/2007
5243,303238,"Burrendah"""""""" Burrendah Road",Burrendah Rd,Lanena St,494047.8,6954793.6,-27.530588,152.939722,JINDALEE,Intermediate,Y,Medium,Hard,Hard,4/08/2008
5244,,BURRENDAH / KANGALOON,BURRENDAH RD, ,493845.5,6954828,-27.530276,152.937673,JINDALEE, , ,Medium,Hard,Hard,
5245,,BURRENDAH / KANGALOON,BURRENDAH RD, ,493798.2,6954850.4,-27.530074,152.937194,JINDALEE, , ,Hard,Easy,Medium,
5246,303240,"Jindalee State School"""""""" Burrendah Road",Burrendah Rd,Wongaburra St,493537.6,6954880.4,-27.529802,152.934555,JINDALEE,Intermediate,Y,Medium,Easy,Medium,4/04/2007
5247,303231,"Jindalee State School"""""""" Burrendah Road",Burrendah Rd,Wongaburra St,493587.2,6954886,-27.529752,152.935058,JINDALEE,Intermediate,Y,Medium,Medium,Hard,4/04/2007
5248,303218,"Explorer"""""""" Arrabri Avenue",Arrabri Av,Melba Ct,493493.1,6953591.6,-27.541437,152.934098,MOUNT OMMANEY,Intermediate,Y,Medium,Medium,Hard,17/09/2011
5249,,WONGABURRA / CURRAGUNDI,CURRAGUNDI RD, ,493424.5,6954490.4,-27.533322,152.933408,JINDALEE, , ,, , ,
5250,,WONGABURRA / CURRAGUNDI,CURRAGUNDI RD, ,493443.8,6954519.8,-27.533057,152.933603,JINDALEE, , ,,Hard,Hard,
5251,,WONGABURRA / GAREEL,CURRAGUNDI RD, ,493464.4,6954639.6,-27.531975,152.933813,JINDALEE, , ,, , ,
5252,,WONGABURRA / JENEE,WONGABURRA ST, ,493481.5,6954818.9,-27.530357,152.933987,JINDALEE, , ,, , ,
5253,303242,"Jindalee Place"""""""" Curragundi Road",Curragundi Rd,Kangaloon St,493584.3,6954385.3,-27.534272,152.935026,JINDALEE,Intermediate,N,Medium,Medium,Medium,4/04/2007
5254,303230,"Jindalee Place"""""""" Curragundi Road",Curragundi Rd,Kangaloon St,493613.9,6954358.7,-27.534512,152.935325,JINDALEE,Intermediate,N,Medium,Easy,Hard,4/04/2007
5255,,CURRAGUNDI / MOOLINGAL,MOOLINGAL ST, ,493757.9,6954293.8,-27.535099,152.936783,JINDALEE, , ,,Medium,Hard,
5256,,CURRAGUNDI / YARRIMBAH,CURRAGUNDI RD, ,493695.7,6954311.3,-27.53494,152.936153,JINDALEE, , ,, , ,
5257,303228,"Jumbuck"""""""" Curragundi Road",Curragundi Rd,Jeeree St,493974.1,6954196.5,-27.535978,152.938972,JINDALEE,Intermediate,N,Hard,Medium,Medium,4/04/2007
5258,303243,"Jumbuck"""""""" Curragundi Road",Curragundi Rd,Timbarra Cr,494105,6954187.3,-27.536062,152.940298,JINDALEE,Regular with seat,Y,Medium,Easy,Easy,4/04/2007
5259,,CURRAGUNDI / TIMBARRA,TIMBARRA CRES, ,494237.2,6954165.3,-27.536261,152.941637,JINDALEE, , ,Medium,Hard,Medium,
5260,,CURRAGUNDI / YALLAMBEE,CURRAGUNDI RD, ,494245.2,6954152.3,-27.536378,152.941718,JINDALEE, , ,Medium,Hard,Easy,
5261,303213,Dandenong Road,Dandenong Rd,Brownie St,493469.6,6951817.3,-27.557455,152.93385,JAMBOREE HEIGHTS,Regular with seat,N,,Hard, ,4/04/2007
5262,,YALLAMBEE / CAPITOL,CAPITOL DR, ,494327.4,6953936.4,-27.538328,152.942549,JINDALEE, , ,,Easy,Hard,
5263,,YALLAMBEE / CAPITOL, , ,494302.3,6953924.7,-27.538433,152.942295,JINDALEE, , ,Medium,Easy,Easy,
5264,,"Mt Ommaney"""""""" Yallambee Road",YALLAMBEE RD, ,494099.4,6953582,-27.541526,152.940238,JINDALEE, , ,, , ,
5265,303246,"Mt Ommaney"""""""" Yallambee Road",Yallambee Rd,Capitol Dr,494077.7,6953523.1,-27.542058,152.940018,JINDALEE,Intermediate,N,Medium,Hard,Hard,4/04/2007
5266,303247,"Explorer"""""""" Bounty Street",Bounty St,Archer Ct,493620.1,6953653.1,-27.540882,152.935384,MOUNT OMMANEY,Intermediate,Y,Medium,Hard,Hard,4/04/2007
5267,303217,"Mt Ommaney South"""""""" Arrabri Avenue",Arrabri Av,Bowles St,493264.3,6953135.2,-27.545556,152.931778,MOUNT OMMANEY,Intermediate,N,Hard,Hard,Hard,4/04/2007
5268,303249,"Mt Ommaney South"""""""" Arrabri Avenue",Arrabri Av,Bowles St,493293.5,6953128.6,-27.545616,152.932074,MOUNT OMMANEY,Intermediate,Y,Medium,Hard,Hard,4/04/2007
5269,300722,Centenary Shopping Centre,Endeavour St,Arrabri Av,493827.3,6952901.4,-27.547669,152.937479,MOUNT OMMANEY,Intermediate,N,Medium,Hard,Easy,26/03/2007
5270,,DANDENONG / MOUNT OMMANEY CENTRE,DANDENONG RD, ,493816.7,6952856.4,-27.548076,152.937371,MOUNT OMMANEY, , ,, , ,
5271,300721,"Mt Ommaney Shopping Centre""""""""",Dandenong Rd,Mt Ommaney Centre,493867.8,6952780.4,-27.548762,152.937889,MOUNT OMMANEY,Intermediate,N,Medium,Medium,Medium,26/03/2007
5272,,"Mt Ommaney Shopping Centre""""""""",DANDENONG RD, ,493783.5,6952833.7,-27.54828,152.937035,MOUNT OMMANEY, , ,, , ,
5273,303259,"McLeod"""""""" Horizon Drive",Horizon Dr,Maribor St,491924.9,6952727.9,-27.549226,152.918209,WESTLAKE,Regular,Y,Medium,Hard,Medium,4/04/2007
5274,303205,"McLeod"""""""" Horizon Drive",Horizon Dr,Maribor St,491990.1,6952727,-27.549234,152.91887,WESTLAKE,Intermediate,Y,Medium,Hard,Easy,3/04/2007
5275,303260,"Lake View"""""""" Horizon Drive",Horizon Dr,Frangipani St,491574.7,6952791.4,-27.54865,152.914663,WESTLAKE,Regular,N,,Hard,Hard,4/04/2007
5276,303204,"Lake View"""""""" Horizon Drive",Horizon Dr,Baikal Pl,491598.6,6952803.1,-27.548545,152.914905,WESTLAKE,Intermediate,N,Medium,Easy,Hard,3/04/2007
5277,303261,"Westlake"""""""" Horizon Drive",Horizon Dr,Teberra St,491103.4,6952553.9,-27.550791,152.909887,WESTLAKE,Regular,Y,Medium,Medium,Hard,4/04/2007
5278,303202,"Westlake"""""""" Horizon Drive",Horizon Dr,Nisbet St,491085.1,6952438,-27.551838,152.909701,WESTLAKE,Intermediate,N,Hard,Easy,Hard,3/04/2007
5279,,HORIZON / CONGO,HORIZON DR, ,491199.6,6952295.7,-27.553123,152.91086,WESTLAKE, , ,,Hard,Hard,
5280,,"Westlake South"""""""" Horizon Drive",HORIZON DR, ,491547.4,6952005.1,-27.555749,152.91438,WESTLAKE, , ,, , ,
5281,303266,"Westlake South"""""""" Horizon Drive",Horizon Dr,Buffalo St,491547.9,6951908.7,-27.556619,152.914385,RIVERHILLS,Intermediate,N,Medium,Hard,Hard,4/04/2007
5282,,Tigris Street,GWYDIR ST, ,491505.1,6951669,-27.558783,152.91395,RIVERHILLS, , ,, , ,
5283,303200,Tigris Street,Horizon Dr,Tigris St,491497.6,6951711.4,-27.5584,152.913874,RIVERHILLS,Regular with seat,Y,Medium,Hard,Hard,3/04/2007
5284,,"Riverhills"""""""" Sumners Road",SUMNERS RD, ,491226.3,6951505.7,-27.560255,152.911124,RIVERHILLS, , ,, , ,
5285,303198,"Riverhills"""""""" Sumners Road",Sumners Rd,Bogong St,491162.6,6951539.3,-27.559952,152.910479,RIVERHILLS,Intermediate,N,Medium,Easy,Medium,3/04/2007
5286,303269,"Riverhills East"""""""" Sumners Road",Sumners Rd,Macfarlane St,491747.1,6951453.7,-27.560728,152.9164,RIVERHILLS,Intermediate,Y,Medium,Easy,Hard,4/04/2007
5287,303257,"Middle Park"""""""" Horizon Drive",Horizon Dr,Riverhills Rd,492394.6,6952111.1,-27.554797,152.922963,MIDDLE PARK,Intermediate,N,Medium,Medium,Medium,4/04/2007
5288,,HORIZON / DEWSBURY,HORIZON DR, ,492126.8,6952442.1,-27.551807,152.920252,MIDDLE PARK, , ,, , ,
5289,303207,"Middle Park"""""""" Horizon Drive",Horizon Dr,Riverhills Rd,492459.7,6952098.9,-27.554907,152.923622,MIDDLE PARK,Intermediate,N,Medium,Medium,Hard,3/04/2007
5290,303208,Horizon Drive,Horizon Dr,Gertrude McLeod Cr,492644.1,6952064.7,-27.555217,152.92549,MIDDLE PARK,Regular with seat,Y,Medium,Easy,Medium,3/04/2007
5291,303256,Horizon Drive,Horizon Dr,Gertrude McLeod Cr,492660.6,6952045.9,-27.555387,152.925657,MIDDLE PARK,Regular with seat,Y,Medium,Easy,Hard,4/04/2007
5292,303209,"Baden Powell"""""""" Horizon Drive",Horizon Dr,Beanland St,492929.3,6952015.8,-27.55566,152.928378,MIDDLE PARK,Intermediate,N,Medium,Medium,Medium,3/04/2007
5293,,"Baden Powell"""""""" Horizon Drive",HORIZON DR, ,492874.5,6952008.9,-27.555722,152.927823,MIDDLE PARK, , ,, , ,
5294,,HORIZON / BADGE,HORIZON DR, ,493172.7,6951975,-27.55603,152.930844,JAMBOREE HEIGHTS, , ,, , ,
5295,,HORIZON / BADGE,BADGE ST, ,493146.6,6951963.1,-27.556137,152.930579,JAMBOREE HEIGHTS, , ,, , ,
5296,303211,"Jamboree Heights"""""""" Horizon Drive",Horizon Dr,Dandenong Rd,493304.8,6951954.1,-27.556219,152.932182,JAMBOREE HEIGHTS,Intermediate,N,Medium,Hard,Hard,4/04/2007
5297,303253,"Jamboree Heights"""""""" Horizon Drive",Horizon Dr,Dandenong Rd,493306,6951937.8,-27.556366,152.932194,JAMBOREE HEIGHTS,Regular,N,Medium,Medium,Hard,4/04/2007
5298,,DANDENONG / SPINNAKER,DANDENONG RD, ,493458.5,6952184.7,-27.554138,152.93374,JAMBOREE HEIGHTS, , ,Medium,Hard,Hard,
5299,,DANDENONG / SPINNAKER,SPINNAKER ST, ,493503,6952207.2,-27.553935,152.934191,JAMBOREE HEIGHTS, , ,Hard,Hard,Hard,
5300,303216,"Jamboree"""""""" Dandenong Road",Dandenong Rd,Central Av,493615.6,6952488.7,-27.551394,152.935333,MOUNT OMMANEY,Intermediate,N,Medium,Hard,Medium,4/04/2007
5301,303251,"Jamboree"""""""" Dandenong Road",Dandenong Rd,Sirocco St,493580,6952371.1,-27.552456,152.934971,JAMBOREE HEIGHTS,Intermediate,Y,Medium,Hard,Hard,4/04/2007
5302,,Dandenong Road,DANDENONG RD, ,493445.8,6951795,-27.557656,152.933609,JAMBOREE HEIGHTS, , ,, , ,
5306,,Charter bus stop,LOORANAH ST, ,494203.2,6954589.1,-27.532435,152.941294,JINDALEE, , ,, , ,
5307,303236,"Jindalee"""""""" Sinnamon Road",Sinnamon Rd,Yallambee Rd,494488.8,6954629.4,-27.532072,152.944187,JINDALEE,Intermediate,Y,Medium,Easy,Medium,4/04/2007
5308,,SINNAMON / PRIVATE,SINNAMON RD, ,494562.2,6954633.1,-27.532039,152.94493,JINDALEE, , ,, , ,
5310,,SINNAMON / ZEST HEALTH CLUB,YALLAMBEE RD, ,494573.3,6954615,-27.532202,152.945043,JINDALEE, , ,, , ,
5311,,Endeavour St Mt Ommaney - District Stop,CAPITOL DR, ,494114.4,6953273.7,-27.54431,152.940389,MOUNT OMMANEY, , ,, , ,
5312,,Southern Cross Transit - District Stop,ENDEAVOUR ST, ,494004.4,6953396.6,-27.5432,152.939275,MOUNT OMMANEY, , ,, , ,
5313,,"Endeavour St, Mt Ommaney - District Stop",ENDEAVOUR ST, ,494154.7,6953093.3,-27.545938,152.940796,MOUNT OMMANEY, , ,, , ,
5314,,Southern Cross Transit - District Stop,ENDEAVOUR ST, ,494093.6,6953248,-27.544542,152.940178,MOUNT OMMANEY, , ,, , ,
5315,,"Sumner Park"""""""" Sumners Road",SUMNERS RD, ,493711.6,6951582.8,-27.559573,152.9363,JAMBOREE HEIGHTS, , ,, , ,
5316,,"Sumner Park"""""""" Sumners Road",SUMNERS RD, ,493710.5,6951550.6,-27.559864,152.936289,SUMNER, , ,, , ,
5317,,"Riverhills West"""""""" Sumners Road", , ,490652.5,6951380.9,-27.561378,152.905311,RIVERHILLS, , ,, , ,
5318,,Westcombe Street - 62,SUMNERS RD, ,494619.9,6951422,-27.561029,152.9455,DARRA, , ,,Easy,Hard,
5319,,Westcombe Street - 62,WESTCOMBE ST, ,494598.2,6951411,-27.561128,152.94528,DARRA, , ,, , ,
5321,303292,"Sinnamon Village"""""""" Seventeen Mile Rocks Rd",Seventeen Mile Rocks Rd,Goggs Rd,495007.7,6954039.5,-27.5374,152.94944,SINNAMON PARK,Intermediate,Y,Medium,Easy,Easy,4/04/2007
5323,,"Sinnamon Park"""""""" slipway off Centenary Highway", , ,494301.2,6953014.1,-27.546654,152.942279,SINNAMON PARK, , ,, , ,
5324,,Manburgh Terrace - 63,MANBURGH TCE, ,495412.3,6950942.2,-27.565363,152.953525,DARRA, , ,,Medium,Easy,
5325,,Darra Station 'B'- Manburgh Terrace,MANBURGH TCE, ,495344.9,6950918.7,-27.565575,152.952843,DARRA, , ,, , ,
5326,,Edinglassie St district stop SWestT,VENERABLE ST, ,496415.2,6952920.9,-27.547503,152.963691,SEVENTEEN MILE ROCKS, , ,, , ,
5327,,Edenbrooke - 72,FORFAR ST, ,495992.4,6952449.1,-27.551761,152.959407,SEVENTEEN MILE ROCKS, , ,, , ,
5328,,EDINGLASSIE / VENERABLE,EDINGLASSIE ST, ,496427.6,6952918.6,-27.547524,152.963817,SEVENTEEN MILE ROCKS, , ,, , ,
