HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT (Y/N),BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
211,307130,Brunswick St f/s Wickham (St 211),Brunswick St,Alfred St,503272.5,6962938.7,-27.457063,153.033119,FORTITUDE VALLEY,Regular with seat,N,Medium,Easy,Medium,28/08/2007
212,307131,Brunswick St @ Alfred St (Stop 212),Brunswick St,Alfred St,503214.7,6962989.9,-27.456601,153.032534,FORTITUDE VALLEY,Regular with seat,N,Easy,Medium,Medium,28/08/2007
215,,Ann St - Stop 215,ANN ST, ,503279.5,6962570.6,-27.460387,153.033191,FORTITUDE VALLEY, , ,, , ,
216,300066,Valley Island (Ann St) (Stop 216),Ann St,Gipps St,503356.4,6962667.5,-27.459512,153.033969,FORTITUDE VALLEY,Intermediate,Y,Hard,Medium,Medium,28/06/2011
217,306539,Valley Island (Ann St) (Stop 217),Ann St,Gotha St,503259.1,6962568.7,-27.460404,153.032984,FORTITUDE VALLEY,Intermediate,N,Medium,Easy,Easy,6/08/2007
218,306542,Ann St - Stop 218,Ann St,Kemp Pl,503288.1,6962580.3,-27.460299,153.033278,FORTITUDE VALLEY,Intermediate,N,Easy, ,Hard,6/08/2007
219,306540,Ann St - Stop 219,Ann St,Kemp Pl,503269.5,6962559.4,-27.460488,153.033089,FORTITUDE VALLEY,Intermediate,Y,Easy,Easy,Hard,6/08/2007
220,306543,Ann St - Stop 220,Ann St,Dodge La,503178.7,6962454.7,-27.461433,153.032171,FORTITUDE VALLEY,Intermediate,N,Easy,Medium,Hard,6/08/2007
221,,Ann St - Stop 221,ANN ST, ,503162.9,6962436.6,-27.461597,153.032011,FORTITUDE VALLEY, , ,Hard,Medium,Hard,
222,,Ann St @ Macrossan (A1) (St 222),QUEEN ST, ,503107.3,6962358.7,-27.4623,153.031448,BRISBANE CITY, , ,Medium,Easy,Easy,
225,306535,Wickham St app Little St (Stop 225),Wickham St,Little St,503162.8,6962717.1,-27.459064,153.032009,FORTITUDE VALLEY,Regular with seat,N,Easy, ,Hard,6/07/2007
226,306537,Wickham St app Gotha St (Stop 226),Wickham St,Gotha St,503137.3,6962611.9,-27.460014,153.031751,FORTITUDE VALLEY,Intermediate,N,Hard,Easy,Easy,6/07/2007
227,306536,Wickham St f/s Gotha St (Stop 227),Wickham St,Little St,503140.9,6962678.3,-27.459415,153.031788,FORTITUDE VALLEY,Regular with seat,N,Medium,Easy,Medium,6/07/2007
228,306531,Wickham St f/s Brunswick (St 228),Wickham St,Brunswick St,503347.1,6962930.2,-27.45714,153.033874,FORTITUDE VALLEY,Regular with seat,Y,Easy,Easy,Medium,6/07/2007
229,,Wickham St @ Warner St (St 229),WICKHAM ST, ,503385.4,6962972.8,-27.456755,153.034261,FORTITUDE VALLEY, , ,, , ,
230,300067,Barry Pde Stop 230 fs Gipps St,Barry Pde,Gipps St,503087.1,6962778.2,-27.458513,153.031243,FORTITUDE VALLEY,Regular with seat,N,Easy,Hard,Hard,6/07/2007
231,306526,Gotha St - 231,Gotha St,Wickham St,503118.3,6962662.4,-27.459558,153.031559,FORTITUDE VALLEY,Intermediate,N,Easy,Medium,Hard,6/07/2007
232,300000,"Fortitude Valley"""""""" St Paul's Tce (St 232)",St Pauls Tce,Amelia St,503201.8,6963154.5,-27.455115,153.032403,FORTITUDE VALLEY,Intermediate,N,Easy,Easy,Medium,10/05/2007
235,306499,St Pauls Tce app Boundary (St 235),St Pauls Tce,Boundary St,502692,6962551.3,-27.460562,153.027245,SPRING HILL,Intermediate,N,Easy,Medium,Hard,10/05/2007
236,306527,Gotha/St Pauls (Stop 236),Gotha St,Agnes St,502953.1,6962811.8,-27.45821,153.029887,FORTITUDE VALLEY,Regular with seat,N,Easy,Hard,Hard,6/07/2007
237,306494,St Pauls Tce app Union (Stop 237),St Pauls Tce,Isaac St,502685.1,6962564.6,-27.460442,153.027175,SPRING HILL,Intermediate,N,Medium,Medium,Hard,10/05/2007
238,306498,St Pauls Terrace (Stop 238),St Pauls Tce,Warren St,502902.6,6962789.8,-27.458408,153.029376,FORTITUDE VALLEY,Intermediate,N,Hard,Hard,Medium,10/05/2007
239,306495,St Pauls Terrace (Stop 239),St Pauls Tce,Quarry St,502832.2,6962731.8,-27.458932,153.028663,SPRING HILL,Regular,N,Easy,Hard,Hard,10/05/2007
240,306497,Fortitude Valley/St Paul's Terrace (St 240),St Pauls Tce,Julia St,503257.9,6963197.1,-27.454731,153.03297,FORTITUDE VALLEY,Regular,N,Easy,Medium,Hard,10/05/2007
241,301589,Evelyn Street - 10,Breakfast Creek Rd,Evelyn St,504218.9,6964115.2,-27.446439,153.042693,NEWSTEAD,Intermediate,N,Hard,Easy,Easy,3/05/2007
242,,Riverpark - 9, , ,504217.6,6963817.1,-27.449131,153.04268,NEWSTEAD,Regular with seat, ,, , ,
244,301562,Knapp Street - 8,Wickham St,Knapp St,503948.2,6963590.7,-27.451175,153.039955,FORTITUDE VALLEY,Regular with seat,N,Easy,Easy,Medium,3/05/2007
245,301563,Riverpark - 9,Breakfast Creek Rd,Cowlishaw St,504190.6,6963931.9,-27.448094,153.042407,NEWSTEAD,Intermediate,N,Easy,Easy,Hard,3/05/2007
246,301584,Evelyn Street - 10,Breakfast Creek Rd,Evelyn St,504187,6964119.2,-27.446403,153.04237,NEWSTEAD,Intermediate,N,Easy,Easy,Hard,3/05/2007
247,301585,Booroodabin - 11,Breakfast Creek Rd,Maud St,504257.8,6964334.5,-27.444459,153.043085,NEWSTEAD,Regular,N,Hard,Easy,Hard,19/01/2012
248,301586,Newstead House - 12,Breakfast Creek Rd,Halford St,504327.2,6964460.7,-27.44332,153.043787,NEWSTEAD,Regular with seat,N,Medium, ,Easy,3/05/2007
250,,"Bowen Hills"""""""" Abbotsford Road",FOLKESTONE ST, ,503821.6,6964457.7,-27.443348,153.038671,BOWEN HILLS, , ,, , ,
251,,Folkestone Street - 14A,FOLKESTONE ST, ,503890.3,6964360.2,-27.444228,153.039367,BOWEN HILLS, , ,, , ,
252,,Folkestone St,ABBOTSFORD RD, ,503817.1,6964359.6,-27.444234,153.038626,BOWEN HILLS, , ,, , ,
253,301602,Allison Street - 16,Abbotsford Rd,Allison St,504015.8,6964912.6,-27.439241,153.040635,BOWEN HILLS,Regular,N,, , ,3/05/2007
256,301285,Allison Street - 16,Abbotsford Rd,Edmondstone Rd,503922,6964845.9,-27.439843,153.039686,BOWEN HILLS,Regular with seat,Y,, , ,28/04/2007
257,302360,Pickering Bowl - 33,Pickering St,Bowling St,499376.8,6967100.8,-27.419492,152.993695,ENOGGERA,Regular,Y,Easy,Easy,Easy,15/03/2011
258,302367,Pickering Bowl - 33,Pickering St,Bowling St,499378.9,6967114.7,-27.419366,152.993716,ENOGGERA,Regular,Y,Easy,Easy,Hard,15/03/2011
262,301604,Alexandria Street - 11,St Pauls Tce,Alexandria St,503469.6,6963438.1,-27.452554,153.035112,FORTITUDE VALLEY,Intermediate,N,Easy,Medium,Easy,3/05/2007
263,301284,Alexandria Street - 11,St Pauls Tce,Alexandra St,503464.3,6963453.4,-27.452416,153.035058,BOWEN HILLS,Regular with seat,N,Medium,Hard,Hard,28/04/2007
265,301603,Montpelier Road - 12/13,Abbotsford Rd,Edgar St,503756.9,6964056.4,-27.446972,153.038018,BOWEN HILLS,Intermediate,Y,Easy,Hard,Hard,27/03/2011
266,304301,"Auchenflower"""""""" Coronation Drive",Coronation Dr,Lang Pde,500322.4,6960954.1,-27.474984,153.003263,MILTON,Intermediate,N,Medium,Easy,Medium,8/05/2007
267,304295,"Auchenflower"""""""" Coronation Drive",Coronation Dr,Lang Pde,500318.5,6960925.1,-27.475246,153.003224,MILTON,Intermediate,N,Medium,Easy,Hard,8/05/2007
268,304302,Park Road - 6,Coronation Dr,Graham St,500474.2,6961129.1,-27.473404,153.0048,MILTON,Intermediate,N,Hard,Easy,Easy,8/05/2007
271,304303,"Cribb Street"""""""" Coronation Drive",Coronation Dr,Park Rd,500636.3,6961276.7,-27.472072,153.00644,MILTON,Intermediate,N,Hard,Easy,Hard,8/05/2007
272,,"Cribb Street"""""""" Coronation Drive", , ,500782.6,6961381.6,-27.471125,153.007921,MILTON, , ,, , ,
273,304304,"Boomerang St"""""""" Stop 3 Coronation Drive",Coronation Dr,Cribb St,500975.2,6961588.9,-27.469253,153.00987,MILTON,Intermediate,Y,Medium, ,Easy,30/03/2012
275,,Hale Street - 3, , ,500975,6961555,-27.469559,153.009868,MILTON, , ,, , ,
424,301785,Anderson Street - 21,Maygar St,Anderson St,502673.3,6966287.3,-27.426833,153.027047,WINDSOR,Regular,N,Medium,Easy,Medium,21/03/2007
425,301993,Anderson Street - 21,Maygar St,Brook St,502703.6,6966317.2,-27.426563,153.027354,WINDSOR,Intermediate,N,Hard,Easy,Easy,28/03/2007
426,,Bank Street - 22,MAYGAR ST, ,502452.5,6966260.7,-27.427074,153.024813,WINDSOR, , ,, , ,
427,,Bank Street - 22,MAYGAR ST, ,502431.1,6966268.6,-27.427003,153.024597,WINDSOR, , ,, , ,
428,301787,Paling Ave - 23,Maygar St,Jean St,502235.8,6966251.8,-27.427155,153.022621,GRANGE,Intermediate,N,Medium,Medium,Hard,21/03/2007
429,,Paling Ave - 23,DAYS RD, ,502260.2,6966262.4,-27.427059,153.022868,GRANGE, , ,, , ,
430,301788,Eighth Ave - 24,Days Rd,Eighth Av,502060.9,6966279.1,-27.426909,153.020851,GRANGE,Intermediate,N,Medium,Easy,Easy,21/03/2007
431,,Eighth Ave - 24,DAYS RD, ,502085.2,6966289,-27.426819,153.021097,GRANGE, , ,, , ,
432,,Uxbridge Street - 25,DAYS RD, ,501924.1,6966303.6,-27.426688,153.019467,GRANGE, , ,, , ,
433,,Uxbridge Street - 25,DAYS RD, ,501949.3,6966313.3,-27.4266,153.019722,GRANGE, , ,, , ,
434,301819,Carroll Cr - 25A,Days Rd,Carroll Cr,501738.8,6966334.5,-27.426409,153.017592,GRANGE,Regular with seat,Y,Easy,Medium,Easy,30/03/2012
435,301988,Carroll Cr - 25A,Days Rd,Lanham Av,501710.1,6966350.6,-27.426264,153.017302,GRANGE,Intermediate,Y,Easy,Easy,Medium,28/03/2007
439,301994,Whish Street - 20,Maygar St,Whish St,502871.3,6966316.7,-27.426568,153.029051,WINDSOR,Intermediate,N,Hard,Easy,Easy,28/03/2007
440,,Whish Street - 20,MAYGAR ST, ,502935.5,6966299.5,-27.426723,153.0297,WINDSOR, , ,, , ,
441,301995,McKenzie Street - 19,Maygar St,McKenzie St,503025.1,6966320.6,-27.426532,153.030607,WINDSOR,Intermediate,N,Medium,Easy,Medium,28/03/2007
445,,Antill Street - 25/22,KEDRON BROOK RD, ,501869.3,6966186,-27.427749,153.018913,WILSTON, , ,, , ,
446,301818,Antill Street - 22/25,Kedron Brook Rd,Antill St,501857.4,6966200.6,-27.427618,153.018793,WILSTON,Intermediate,Y,Easy,Easy,Easy,28/06/2011
447,,"Wilston Village"""""""" Kedron Brook Road",KEDRON BROOK RD, ,501924.6,6965735.5,-27.431816,153.019473,WILSTON, , ,, , ,
448,301814,Ada Street - 18,Kedron Brook Rd,Ada St,502216.9,6965387.7,-27.434956,153.022431,WILSTON,Regular with seat,Y,Medium,Easy,Easy,28/06/2011
449,301794,Ada Street - 18,Kedron Brook Rd,Silvester St,502253,6965375.3,-27.435068,153.022797,WILSTON,Regular with seat,Y,Medium,Easy,Easy,21/03/2007
450,301815,York Street - 19,Kedron Brook Rd,Jeffery St,502081.1,6965506,-27.433888,153.021057,WILSTON,Regular with seat,Y,Medium,Easy,Easy,28/06/2011
451,301793,York Street - 19,Kedron Brook Rd,York St,502085.2,6965521,-27.433753,153.021098,WILSTON,Intermediate,N,Medium, ,Medium,21/03/2007
454,301816,"Wilston Village"""""""" Kedron Brook Road",Kedron Brook Rd,Macgregor St,501967.2,6965639.8,-27.43268,153.019904,WILSTON,Intermediate,N,Medium,Easy,Medium,21/03/2007
455,,Sandgate Road,RODE RD, ,505794.8,6969495.8,-27.397857,153.058614,WAVELL HEIGHTS, , ,, , ,
456,,Olney Street - 21,OLNEY ST, ,501817.2,6965871.6,-27.430588,153.018386,WILSTON, , ,, , ,
457,301791,Olney Street - 21,Kedron Brook Rd,Angliss St,501828.8,6965946.4,-27.429912,153.018504,WILSTON,Intermediate,N,, , ,21/03/2007
460,302004,Olney Street - 21,Olney St,Kedron Brook Rd,501754.9,6965854,-27.430747,153.017756,WILSTON,Regular with seat,N,Easy,Hard,Medium,28/03/2007
461,302009,Ruth Street - 20/21,Lamont Rd,Heather St,501732.2,6965634.4,-27.432729,153.017527,WILSTON,Regular,N,Hard,Easy,Easy,28/03/2007
462,,Ruth Street - 20,LAMONT RD, ,501738.9,6965588,-27.433148,153.017594,WILSTON, , ,, , ,
463,302007,Abuklea Street - 19,Lamont Rd,Abuklea St,501693.3,6965393.6,-27.434903,153.017133,WILSTON,Intermediate,N,Hard,Easy,Hard,28/03/2007
464,302006,Abuklea Street - 19,Lamont Rd,Newmarket Rd,501695,6965314.1,-27.435621,153.017151,WILSTON,Intermediate,N,Medium,Easy,Medium,28/03/2007
466,301111,Windsor Park,Lutwyche Rd,Harris St,503138.9,6965806.9,-27.43117,153.031759,WINDSOR,Intermediate,Y,Medium,Easy,Easy,25/04/2007
468,301278,Bowen Street - 14,Lutwyche Rd,Bowen St,503166.7,6965602.1,-27.433018,153.032041,WINDSOR,Intermediate,N,Medium,Medium,Hard,28/04/2007
469,301279,"Windsor Rail"""""""" Stop 13 Lutwyche Road",Lutwyche Rd,Le Geyt St,503120.3,6965314.3,-27.435617,153.031572,WINDSOR,Intermediate,Y,Easy,Easy,Easy,28/04/2007
470,301110,"Windsor Rail"""""""" Stop 13 Lutwyche Road",Lutwyche Rd,Eildon Rd,503116.1,6965409.1,-27.434761,153.03153,WINDSOR,Intermediate,Y,Easy,Medium,Easy,25/04/2007
477,301799,Allom Street - 13,Northey St,Allom St,502639,6964606,-27.442012,153.026704,WINDSOR,Intermediate,N,Easy,Easy,Easy,21/03/2007
478,301800,"Northey Street"""""""" Northey Street",Northey St,Allom St,502751.1,6964588.2,-27.442173,153.027838,WINDSOR,Intermediate,N,Easy,Easy,Medium,21/03/2007
479,,Victoria Street - 11,LUTWYCHE RD, ,502937.2,6964559.1,-27.442435,153.029722,WINDSOR, , ,, , ,
480,,"Northey Street"""""""" Northey Street",EDGAR ST, ,502733.6,6964576.7,-27.442277,153.027661,WINDSOR, , ,, , ,
481,,Granville Street - 17,NEWMARKET RD, ,502161.3,6965191.8,-27.436725,153.021869,WILSTON, , ,, , ,
482,301804,Downey Park - 13A,Green Tce,Melbourne St,502519.4,6964700.7,-27.441158,153.025494,WINDSOR,Intermediate,Y,Medium,Easy,Easy,30/03/2012
483,,Table Tennis Complex - 14,NOBLE ST, ,502591.8,6964865.7,-27.439668,153.026226,WINDSOR, , ,, , ,
484,301798,Table Tennis Complex - 14,Green Tce,Nicholas St,502610.6,6964872.7,-27.439605,153.026416,WINDSOR,Intermediate,Y,Medium,Easy,Hard,21/03/2007
485,301806,Green Terrace - 15,Green Tce,Newmarket Rd,502664.6,6965049.4,-27.438009,153.026962,WINDSOR,Intermediate,N,Medium,Easy,Easy,21/03/2007
486,301797,Green Terrace - 15,Green Tce,Newmarket Rd,502678.3,6965045.2,-27.438047,153.027101,WINDSOR,Intermediate,N,Easy,Medium,Medium,21/03/2007
487,301807,"Oakwal Lane"""""""" Stop 16 Newmarket Road",Newmarket Rd,Oakwal La,502449.3,6965131.8,-27.437266,153.024783,WINDSOR,Intermediate,N,Easy,Easy,Medium,21/03/2007
488,301796,"Oakwal Lane"""""""" Stop 16 Newmarket Road",Newmarket Rd,Oakwal La,502433.3,6965148.5,-27.437115,153.024621,WINDSOR,Intermediate,N,Hard,Easy,Medium,21/03/2007
489,301795,Silvester Street - 17,Kedron Brook Rd,Newmarket Rd,502264.7,6965201,-27.436641,153.022915,WILSTON,Intermediate,N,Medium,Easy,Hard,21/03/2007
490,301813,Silvester Street - 17,Kedron Brook Rd,Newmarket Rd,502252.8,6965218.5,-27.436483,153.022795,WILSTON,Regular,N,, , ,21/03/2007
491,301808,Granville Street - 17,Newmarket Rd,Noble St,502219,6965168.4,-27.436936,153.022453,WILSTON,Intermediate,N,Medium,Easy,Easy,21/03/2007
492,301809,Wilston Station - 18,Newmarket Rd,Vardon St,501963.7,6965209,-27.43657,153.01987,WILSTON,Regular with seat,N,, , ,21/03/2007
493,301810,Murray Street - 18A,Newmarket Rd,Murray St,501810.9,6965233.4,-27.43635,153.018323,WILSTON,Regular,N,, , ,21/03/2007
494,301811,Wilston Station - 18,Newmarket Rd,Vardon St,501896.2,6965234,-27.436344,153.019187,WILSTON,Intermediate,N,Medium,Easy,Medium,21/03/2007
495,,Northey Street - 10 - closed 31/01/2007,LUTWYCHE RD, ,502991,6964599,-27.442075,153.030266,WINDSOR, , ,, , ,
496,,Lutwyche Road - 11,LUTWYCHE RD, ,503038.6,6964919.3,-27.439183,153.030747,WINDSOR, , ,, , ,
497,301109,Lutwyche Road - 12,Lutwyche Rd,Cartwright St,503069.4,6965126,-27.437317,153.031058,WINDSOR,Intermediate,Y,Hard,Easy,Easy,25/04/2007
498,,LUTWYCHE / BRYDEN,LUTWYCHE RD, ,503072,6964997.2,-27.43848,153.031084,WINDSOR, , ,, , ,
499,,Lutwyche Road - 11,LUTWYCHE RD, ,503069.6,6964997.5,-27.438477,153.03106,WINDSOR,Intermediate, ,Hard,Easy,Easy,
500,,Northey Street - 10 - to close on 31/1/07, , ,502977,6964419,-27.4437,153.030125,WINDSOR, , ,, , ,
501,,Allom Street - 13,DOWNEY ST, ,502600.4,6964598.5,-27.44208,153.026313,WINDSOR, , ,, , ,
502,,Butterfield Street - 10A,BRAMSTON TCE, ,502230.1,6964269.1,-27.445055,153.022567,HERSTON, , ,, , ,
503,,Butterfield Street - 10A,BUTTERFIELD ST, ,502231.6,6964283.4,-27.444926,153.022582,HERSTON, , ,, , ,
504,,Aberleigh Road - 11, , ,502064.4,6964254.1,-27.44519,153.02089,HERSTON, , ,, , ,
505,,Aberleigh Road - 11,FAGAN RD, ,502023,6964299.2,-27.444783,153.020471,HERSTON, , ,, , ,
506,,Butterfield Pre-School - 11A,BUTTERFIELD ST, ,501901.1,6964310.3,-27.444683,153.019238,HERSTON, , ,, , ,
507,302885,Butterfield Pre-School - 11A,Butterfield St,Fagan Rd,501833,6964327.2,-27.444531,153.018548,HERSTON,Intermediate,Y,Medium,Easy,Easy,18/04/2007
508,302888,Garrick Terrace - 10,Bramston Tce,Garrick Tce,502273.6,6964194.9,-27.445724,153.023007,HERSTON,Intermediate,Y,Easy,Easy,Hard,18/04/2007
509,,Garrick Terrace - 10,BRAMSTON TCE, ,502264.8,6964140.9,-27.446212,153.022918,HERSTON, , ,, , ,
510,302889,McLeod Street - 9A,Bramston Tce,McLeod St,502358.8,6964044.7,-27.44708,153.02387,HERSTON,Intermediate,N,Medium,Hard,Medium,18/04/2007
511,302899,McLeod Street - 9A,Bramston Tce,Wyndham St,502346.9,6964035.3,-27.447165,153.023749,HERSTON,Regular,N,Medium,Medium,Hard,18/04/2007
512,302890,Weightman Street - 9,Bramston Tce,Weightman St,502427.3,6963959.4,-27.44785,153.024563,HERSTON,Intermediate,Y,Medium,Hard, ,18/04/2007
513,302898,Weightman Street - 9,Bramston Tce,Weightman St,502415.8,6963950.4,-27.447932,153.024447,HERSTON,Intermediate,Y,Medium,Easy,Hard,18/04/2007
514,,Bus Holding Zone,HERSTON RD, ,502317.6,6963811.8,-27.449183,153.023453,HERSTON, , ,, , ,
515,,Bus Turning Circle,HERSTON RD, ,502469.1,6963776.5,-27.449501,153.024986,HERSTON, , ,, , ,
516,300409,"McKeering - Barrett"""""""" Bracken Ridge",Barrett St,Playford St,504240.8,6978163.6,-27.319609,153.042865,BRACKEN RIDGE,Intermediate,Y,Medium,Easy,Easy,24/05/2010
517,,Herston Road - 10,HERSTON RD, ,502415.7,6963769.8,-27.449562,153.024446,HERSTON, , ,, , ,
518,,Special Events stop Butterfield St, , ,502656.1,6964219.4,-27.445503,153.026878,HERSTON, , ,, , ,
519,307476,"McKeering - Barrett"""""""" Bracken Ridge",Barrett St,Playford St,504243.3,6978177.4,-27.319484,153.042891,BRACKEN RIDGE,Regular,Y,Medium,Easy,Hard,26/11/2010
520,307475,"Bracken Ridge"""""""" Quinlan St",Quinlan Street,Barrett St,504793.8,6978027.2,-27.320839,153.048455,BRACKEN RIDGE,Intermediate,Y,Medium,Easy,Easy,26/11/2010
522,,Herston Rd at Royal Children's Hospital - 8,BOWEN BRIDGE RD, ,502587,6963760.9,-27.449642,153.02618,HERSTON, , ,, , ,
523,,Herston Rd at Royal Children's Hospital - 8,HERSTON RD, ,502591.6,6963746.2,-27.449775,153.026226,HERSTON, , ,, , ,
534,,Royal Brisbane Hospital - Zone C OB,BOWEN BRIDGE RD, ,502863,6963821,-27.449099,153.028972,HERSTON, , ,, , ,
535,,BOWEN BRIDGE / CAMPBELL,BOWEN BRIDGE RD, ,502906.9,6964085,-27.446715,153.029416,HERSTON, , ,, , ,
537,,Royal Brisbane Hospital - 8 - OB,BOWEN BRIDGE RD, ,502906.6,6964083.4,-27.44673,153.029413,HERSTON, , ,, , ,
540,,"Royal Brisbane Hospital"""""""" - 9 IB",CAMPBELL ST, ,502945.7,6964212.2,-27.445567,153.029808,BOWEN HILLS, , ,, , ,
541,,Royal Brisbane Hospital - 9 OB,BOWEN BRIDGE RD, ,502929.4,6964230.9,-27.445398,153.029643,HERSTON, , ,, , ,
542,,Royal Brisbane Hospital - 8 - IB,OCONNELL TCE, ,502911.6,6963996.7,-27.447513,153.029464,BOWEN HILLS, , ,, , ,
543,,Royal Brisbane Hospital OB Stop 8,BOWEN BRIDGE RD, ,502895,6964031,-27.447203,153.029296,HERSTON, , ,, , ,
544,,Royal Brisbane Hospital Stop 8 IB,BOWEN BRIDGE RD, ,502919,6964027,-27.447239,153.029539,BOWEN HILLS, , ,, , ,
547,,Kedron Brook Stop 3,PERRY ST, ,503487.3,6967551,-27.415423,153.035279,LUTWYCHE, , ,, , ,
548,,GREGORY / ANDERSON,GREGORY TCE, ,503008.8,6963519.4,-27.451821,153.030449,BOWEN HILLS, , ,, , ,
549,,COSTIN / GREGORY, , ,503144.5,6963485.2,-27.45213,153.031822,BOWEN HILLS, , ,, , ,
550,,Gregory Terrace - 10,GREGORY TCE, ,502815.3,6963388.5,-27.453004,153.028491,SPRING HILL, , ,, , ,
551,306458,Gregory Terrace - 9,Gregory Tce,Hill St,502642.5,6963159.3,-27.455073,153.026743,SPRING HILL,Regular with seat,N,Hard,Easy,Hard,9/05/2007
552,306459,Gregory Terrace - 8,Gregory Tce,Rogers St,502594.3,6963057.8,-27.45599,153.026255,SPRING HILL,Intermediate,Y,Hard,Easy,Hard,24/05/2010
553,,Truro St Stop,LUTWYCHE RD, ,503251.4,6966293.3,-27.426778,153.032896,WINDSOR, , ,, , ,
554,306460,Gregory Terrace - 6,Gregory Tce,Union St,502356.4,6962835.7,-27.457995,153.023848,SPRING HILL,Intermediate,N,Hard,Easy,Medium,9/05/2007
555,306461,Torrington Street - 5,Gregory Tce,Bradley St,502094.1,6962746.3,-27.458803,153.021193,SPRING HILL,Intermediate,N,Medium,Hard,Hard,9/05/2007
556,306462,Brisbane Grammar - 4,Gregory Tce,Boundary St,501953,6962690.6,-27.459306,153.019765,SPRING HILL,Intermediate,N,Hard,Medium,Hard,9/05/2007
557,306451,Brisbane Grammar - 4,Gregory Tce,Boundary St,501893,6962669.3,-27.459498,153.019158,SPRING HILL,Intermediate,N,Easy,Easy,Medium,9/05/2007
558,,Truro St  Stop,LUTWYCHE RD, ,503258.3,6966288.1,-27.426825,153.032966,WINDSOR, , ,, , ,
559,306452,Torrington Street - 5,Gregory Tce,Torrington St,502135.8,6962772.1,-27.45857,153.021615,SPRING HILL,Intermediate,N,Easy,Medium,Easy,9/05/2007
560,,Gregory Terrace - 6, , ,502333.6,6962835.4,-27.457998,153.023617,SPRING HILL, , ,, , ,
561,,St Josephs - 7,GREGORY TCE, ,502425.1,6962979.6,-27.456696,153.024543,SPRING HILL, , ,, , ,
562,,Federation St Stop,EARLE ST, ,503073.1,6964705.7,-27.441111,153.031096,WINDSOR, , ,, , ,
563,306455,Gregory Terrace - 8,Gregory Tce,Rogers St,502521.8,6963070.7,-27.455873,153.025521,SPRING HILL,Intermediate,Y,Easy,Medium,Easy,20/07/2012
564,,Gregory Terrace - 9, , ,502645.7,6963251.6,-27.45424,153.026775,SPRING HILL, , ,, , ,
565,301283,Gregory Terrace - 7,Bowen Bridge Rd,Gregory Tce,502847.6,6963485.3,-27.45213,153.028817,SPRING HILL,Intermediate,N,Easy,Medium,Hard,28/04/2007
566,301282,Gregory Terrace - 7,Bowen Bridge Rd,Gregory Tce,502871.8,6963468.6,-27.45228,153.029062,BOWEN HILLS,Intermediate,N,Easy,Hard,Medium,11/10/2010
